Token,Lemma,POS,Dep,Head_Lemma,Is_Stop,Is_Alpha,Is_Dialogue,Sentence_ID,Token_Index
to,to,PART,aux,say,True,True,True,1409,33982
say,say,VERB,xcomp,be,True,True,True,1409,33983
something,something,PRON,dobj,say,True,True,True,1409,33984
now,now,ADV,advmod,say,True,True,True,1409,33985
",",",",PUNCT,punct,be,False,False,True,1409,33986
Mr.,mr.,PROPN,compound,darcy,False,False,True,1409,33987
Darcy,darcy,PROPN,npadvmod,be,False,True,True,1409,33988
.,.,PUNCT,punct,address,False,False,True,1409,33989
_,_,PUNCT,punct,talk,False,False,True,1410,33990
I,i,PRON,nsubj,talk,True,True,True,1410,33991
_,_,PUNCT,punct,talk,False,False,True,1410,33992
talked,talk,VERB,ROOT,talk,False,True,True,1410,33993
about,about,ADP,prep,talk,True,True,True,1410,33994
the,the,DET,det,dance,True,True,True,1410,33995
dance,dance,NOUN,pobj,about,False,True,True,1410,33996
",",",",PUNCT,punct,talk,False,False,True,1410,33997
and,and,CCONJ,cc,talk,True,True,True,1410,33998
_,_,PUNCT,dep,ought,False,False,True,1410,33999
you,you,PRON,nsubj,ought,True,True,True,1410,34000
_,_,PUNCT,punct,ought,False,False,True,1410,34001
ought,ought,AUX,conj,talk,False,True,True,1410,34002
to,to,PART,aux,make,True,True,True,1410,34003
make,make,VERB,xcomp,ought,True,True,True,1410,34004
some,some,DET,det,kind,True,True,True,1410,34005
kind,kind,NOUN,dobj,make,False,True,True,1410,34006
of,of,ADP,prep,kind,True,True,True,1410,34007
remark,remark,NOUN,pobj,of,False,True,True,1410,34008
on,on,ADP,prep,remark,True,True,True,1410,34009
the,the,DET,det,size,True,True,True,1410,34010
size,size,NOUN,pobj,on,False,True,True,1410,34011
of,of,ADP,prep,size,True,True,True,1410,34012
the,the,DET,det,room,True,True,True,1410,34013
room,room,NOUN,pobj,of,False,True,True,1410,34014
",",",",PUNCT,punct,size,False,False,True,1410,34015
or,or,CCONJ,cc,size,True,True,True,1410,34016
the,the,DET,det,number,True,True,True,1410,34017
number,number,NOUN,conj,size,False,True,True,1410,34018
of,of,ADP,prep,number,True,True,True,1410,34019
couples,couple,NOUN,pobj,of,False,True,True,1410,34020
.,.,PUNCT,punct,ought,False,False,True,1410,34021
”,"""",PUNCT,punct,ought,False,False,True,1410,34022
He,he,PRON,nsubj,smile,True,True,False,1411,34023
smiled,smile,VERB,ROOT,smile,False,True,False,1411,34024
",",",",PUNCT,punct,smile,False,False,False,1411,34025
and,and,CCONJ,cc,smile,True,True,False,1411,34026
assured,assure,VERB,conj,smile,False,True,False,1411,34027
her,she,PRON,dobj,assure,True,True,False,1411,34028
that,that,SCONJ,mark,say,True,True,False,1411,34029
whatever,whatever,PRON,dobj,say,True,True,False,1411,34030
she,she,PRON,nsubj,wish,True,True,False,1411,34031
wished,wish,VERB,csubjpass,say,False,True,False,1411,34032
him,he,PRON,nsubj,say,True,True,False,1411,34033
to,to,PART,aux,say,True,True,False,1411,34034
say,say,VERB,ccomp,wish,True,True,False,1411,34035
should,should,AUX,aux,say,True,True,False,1411,34036
be,be,AUX,auxpass,say,True,True,False,1411,34037
said,say,VERB,ccomp,assure,False,True,False,1411,34038
.,.,PUNCT,punct,smile,False,False,False,1411,34039
“,"""",PUNCT,punct,do,False,False,True,1412,34040
Very,very,ADV,advmod,well,True,True,True,1412,34041
well,well,ADV,advmod,do,True,True,True,1412,34042
;,;,PUNCT,punct,do,False,False,True,1412,34043
that,that,DET,det,reply,True,True,True,1412,34044
reply,reply,NOUN,nsubj,do,False,True,True,1412,34045
will,will,AUX,aux,do,True,True,True,1412,34046
do,do,VERB,ROOT,do,True,True,True,1412,34047
for,for,ADP,prep,do,True,True,True,1412,34048
the,the,DET,det,present,True,True,True,1412,34049
present,present,NOUN,pobj,for,False,True,True,1412,34050
.,.,PUNCT,punct,do,False,False,True,1412,34051
Perhaps,perhaps,ADV,advmod,observe,True,True,True,1413,34052
",",",",PUNCT,punct,observe,False,False,True,1413,34053
by,by,ADV,advmod,observe,True,True,True,1413,34054
-,-,PUNCT,punct,by,False,False,True,1413,34055
and,and,CCONJ,cc,by,True,True,True,1413,34056
-,-,PUNCT,punct,by,False,False,True,1413,34057
by,by,ADV,conj,by,True,True,True,1413,34058
",",",",PUNCT,punct,observe,False,False,True,1413,34059
I,i,PRON,nsubj,observe,True,True,True,1413,34060
may,may,AUX,aux,observe,True,True,True,1413,34061
observe,observe,VERB,ROOT,observe,False,True,True,1413,34062
that,that,SCONJ,mark,be,True,True,True,1413,34063
private,private,ADJ,amod,ball,False,True,True,1413,34064
balls,ball,NOUN,nsubj,be,False,True,True,1413,34065
are,be,AUX,ccomp,observe,True,True,True,1413,34066
much,much,ADV,advmod,pleasant,True,True,True,1413,34067
pleasanter,pleasant,ADJ,acomp,be,False,True,True,1413,34068
than,than,ADP,prep,pleasant,True,True,True,1413,34069
public,public,ADJ,amod,one,False,True,True,1413,34070
ones,one,NOUN,pobj,than,False,True,True,1413,34071
;,;,PUNCT,punct,observe,False,False,True,1413,34072
but,but,CCONJ,cc,observe,True,True,True,1413,34073
_,_,PUNCT,punct,be,False,False,True,1413,34074
now,now,ADV,advmod,be,True,True,True,1413,34075
_,_,PUNCT,punct,be,False,False,True,1413,34076
we,we,PRON,nsubj,be,True,True,True,1413,34077
may,may,AUX,aux,be,True,True,True,1413,34078
be,be,AUX,conj,observe,True,True,True,1413,34079
silent,silent,ADJ,acomp,be,False,True,True,1413,34080
.,.,PUNCT,punct,be,False,False,True,1413,34081
”,"""",PUNCT,punct,be,False,False,True,1413,34082
“,"""",PUNCT,punct,talk,False,False,True,1414,34083
Do,do,AUX,aux,talk,True,True,True,1414,34084
you,you,PRON,nsubj,talk,True,True,True,1414,34085
talk,talk,VERB,ROOT,talk,False,True,True,1414,34086
by,by,ADP,prep,talk,True,True,True,1414,34087
rule,rule,NOUN,pobj,by,False,True,True,1414,34088
",",",",PUNCT,punct,talk,False,False,True,1414,34089
then,then,ADV,advmod,talk,True,True,True,1414,34090
",",",",PUNCT,punct,talk,False,False,True,1414,34091
while,while,SCONJ,mark,dance,True,True,True,1414,34092
you,you,PRON,nsubj,dance,True,True,True,1414,34093
are,be,AUX,aux,dance,True,True,True,1414,34094
dancing,dance,VERB,advcl,talk,False,True,True,1414,34095
?,?,PUNCT,punct,talk,False,False,True,1414,34096
”,"""",PUNCT,punct,talk,False,False,True,1414,34097
“,"""",PUNCT,punct,sometimes,False,False,True,1415,34098
Sometimes,sometimes,ADV,ROOT,sometimes,True,True,True,1415,34099
.,.,PUNCT,punct,sometimes,False,False,True,1415,34100
One,one,PRON,nsubj,speak,True,True,True,1416,34101
must,must,AUX,aux,speak,True,True,True,1416,34102
speak,speak,VERB,ccomp,know,False,True,True,1416,34103
a,a,DET,det,little,True,True,True,1416,34104
little,little,ADJ,dobj,speak,False,True,True,1416,34105
",",",",PUNCT,punct,know,False,False,True,1416,34106
you,you,PRON,nsubj,know,True,True,True,1416,34107
know,know,VERB,ROOT,know,False,True,True,1416,34108
.,.,PUNCT,punct,know,False,False,True,1416,34109
It,it,PRON,nsubj,look,True,True,True,1417,34110
would,would,AUX,aux,look,True,True,True,1417,34111
look,look,VERB,ROOT,look,False,True,True,1417,34112
odd,odd,ADJ,acomp,look,False,True,True,1417,34113
to,to,PART,aux,be,True,True,True,1417,34114
be,be,AUX,xcomp,look,True,True,True,1417,34115
entirely,entirely,ADV,advmod,silent,False,True,True,1417,34116
silent,silent,ADJ,acomp,be,False,True,True,1417,34117
for,for,ADP,prep,be,True,True,True,1417,34118
half,half,DET,predet,hour,False,True,True,1417,34119
an,an,DET,det,hour,True,True,True,1417,34120
hour,hour,NOUN,pobj,for,False,True,True,1417,34121
together,together,ADV,advmod,be,True,True,True,1417,34122
;,;,PUNCT,punct,look,False,False,True,1417,34123
and,and,CCONJ,cc,look,True,True,True,1417,34124
yet,yet,ADV,advmod,ought,True,True,True,1417,34125
",",",",PUNCT,punct,ought,False,False,True,1417,34126
for,for,ADP,prep,ought,True,True,True,1417,34127
the,the,DET,det,advantage,True,True,True,1417,34128
advantage,advantage,NOUN,pobj,for,False,True,True,1417,34129
of,of,ADP,prep,advantage,True,True,True,1417,34130
_,_,PUNCT,pcomp,of,False,False,True,1417,34131
some,some,PRON,pobj,of,True,True,True,1417,34132
_,_,X,punct,for,False,False,True,1417,34133
",",",",PUNCT,punct,ought,False,False,True,1417,34134
conversation,conversation,NOUN,nsubj,ought,False,True,True,1417,34135
ought,ought,AUX,conj,look,False,True,True,1417,34136
to,to,PART,aux,be,True,True,True,1417,34137
be,be,AUX,xcomp,ought,True,True,True,1417,34138
so,so,ADV,advmod,arrange,True,True,True,1417,34139
arranged,arrange,VERB,acomp,be,False,True,True,1417,34140
as,as,SCONJ,mark,have,True,True,True,1417,34141
that,that,SCONJ,mark,have,True,True,True,1417,34142
they,they,PRON,nsubj,have,True,True,True,1417,34143
may,may,AUX,aux,have,True,True,True,1417,34144
have,have,VERB,advcl,arrange,True,True,True,1417,34145
the,the,DET,det,trouble,True,True,True,1417,34146
trouble,trouble,NOUN,dobj,have,False,True,True,1417,34147
of,of,ADP,prep,trouble,True,True,True,1417,34148
saying,say,VERB,pcomp,of,False,True,True,1417,34149
as,as,ADV,advmod,little,True,True,True,1417,34150
little,little,ADJ,dobj,say,False,True,True,1417,34151
as,as,ADP,prep,little,True,True,True,1417,34152
possible,possible,ADJ,amod,as,False,True,True,1417,34153
.,.,PUNCT,punct,ought,False,False,True,1417,34154
”,"""",PUNCT,punct,ought,False,False,True,1417,34155
“,"""",PUNCT,punct,consult,False,False,True,1418,34156
Are,be,AUX,aux,consult,True,True,True,1418,34157
you,you,PRON,nsubj,consult,True,True,True,1418,34158
consulting,consult,VERB,ROOT,consult,False,True,True,1418,34159
your,your,PRON,poss,feeling,True,True,True,1418,34160
own,own,ADJ,amod,feeling,True,True,True,1418,34161
feelings,feeling,NOUN,dobj,consult,False,True,True,1418,34162
in,in,ADP,prep,consult,True,True,True,1418,34163
the,the,DET,det,case,True,True,True,1418,34164
present,present,ADJ,amod,case,False,True,True,1418,34165
case,case,NOUN,pobj,in,False,True,True,1418,34166
",",",",PUNCT,punct,consult,False,False,True,1418,34167
or,or,CCONJ,cc,consult,True,True,True,1418,34168
do,do,AUX,aux,imagine,True,True,True,1418,34169
you,you,PRON,nsubj,imagine,True,True,True,1418,34170
imagine,imagine,VERB,conj,consult,False,True,True,1418,34171
that,that,SCONJ,mark,gratify,True,True,True,1418,34172
you,you,PRON,nsubj,gratify,True,True,True,1418,34173
are,be,AUX,aux,gratify,True,True,True,1418,34174
gratifying,gratify,VERB,ccomp,imagine,False,True,True,1418,34175
mine,mine,PRON,dobj,gratify,True,True,True,1418,34176
?,?,PUNCT,punct,imagine,False,False,True,1418,34177
”,"""",PUNCT,punct,imagine,False,False,True,1418,34178
“,"""",PUNCT,punct,both,False,False,True,1419,34179
Both,both,PRON,ROOT,both,True,True,True,1419,34180
",",",",PUNCT,punct,reply,False,False,True,1419,34181
”,"""",PUNCT,punct,reply,False,False,True,1419,34182
replied,reply,VERB,parataxis,see,False,True,False,1419,34183
Elizabeth,elizabeth,PROPN,nsubj,reply,False,True,False,1419,34184
archly,archly,ADV,advmod,reply,False,True,False,1419,34185
;,;,PUNCT,punct,see,False,False,False,1419,34186
“,"""",PUNCT,punct,see,False,False,True,1419,34187
for,for,ADP,cc,see,True,True,True,1419,34188
I,i,PRON,nsubj,see,True,True,True,1419,34189
have,have,AUX,aux,see,True,True,True,1419,34190
always,always,ADV,advmod,see,True,True,True,1419,34191
seen,see,VERB,relcl,both,False,True,True,1419,34192
a,a,DET,det,similarity,True,True,True,1419,34193
great,great,ADJ,amod,similarity,False,True,True,1419,34194
similarity,similarity,NOUN,dobj,see,False,True,True,1419,34195
in,in,ADP,prep,see,True,True,True,1419,34196
the,the,DET,det,turn,True,True,True,1419,34197
turn,turn,NOUN,pobj,in,False,True,True,1419,34198
of,of,ADP,prep,turn,True,True,True,1419,34199
our,our,PRON,poss,mind,True,True,True,1419,34200
minds,mind,NOUN,pobj,of,False,True,True,1419,34201
.,.,PUNCT,punct,see,False,False,True,1419,34202
We,we,PRON,nsubj,be,True,True,True,1420,34203
are,be,AUX,ROOT,be,True,True,True,1420,34204
each,each,PRON,attr,be,True,True,True,1420,34205
of,of,ADP,prep,be,True,True,True,1420,34206
an,an,DET,det,disposition,True,True,True,1420,34207
unsocial,unsocial,ADJ,amod,disposition,False,True,True,1420,34208
",",",",PUNCT,punct,disposition,False,False,True,1420,34209
taciturn,taciturn,ADJ,amod,disposition,False,True,True,1420,34210
disposition,disposition,NOUN,pobj,of,False,True,True,1420,34211
",",",",PUNCT,punct,be,False,False,True,1420,34212
unwilling,unwilling,ADJ,acomp,be,False,True,True,1420,34213
to,to,PART,aux,speak,True,True,True,1420,34214
speak,speak,VERB,xcomp,unwilling,False,True,True,1420,34215
",",",",PUNCT,punct,be,False,False,True,1420,34216
unless,unless,SCONJ,mark,expect,True,True,True,1420,34217
we,we,PRON,nsubj,expect,True,True,True,1420,34218
expect,expect,VERB,advcl,be,False,True,True,1420,34219
to,to,PART,aux,say,True,True,True,1420,34220
say,say,VERB,xcomp,expect,True,True,True,1420,34221
something,something,PRON,dobj,say,True,True,True,1420,34222
that,that,PRON,nsubj,amaze,True,True,True,1420,34223
will,will,AUX,aux,amaze,True,True,True,1420,34224
amaze,amaze,VERB,relcl,something,False,True,True,1420,34225
the,the,DET,det,room,True,True,True,1420,34226
whole,whole,ADJ,amod,room,True,True,True,1420,34227
room,room,NOUN,dobj,amaze,False,True,True,1420,34228
",",",",PUNCT,punct,amaze,False,False,True,1420,34229
and,and,CCONJ,cc,amaze,True,True,True,1420,34230
be,be,AUX,auxpass,hand,True,True,True,1420,34231
handed,hand,VERB,conj,amaze,False,True,True,1420,34232
down,down,ADP,prt,hand,True,True,True,1420,34233
to,to,ADP,prep,hand,True,True,True,1420,34234
posterity,posterity,NOUN,pobj,to,False,True,True,1420,34235
with,with,ADP,prep,hand,True,True,True,1420,34236
all,all,DET,predet,_,True,True,True,1420,34237
the,the,DET,det,_,True,True,True,1420,34238
_,_,PUNCT,pobj,with,False,False,True,1420,34239
éclat,éclat,NOUN,pobj,with,False,True,True,1420,34240
_,_,PUNCT,punct,éclat,False,False,True,1420,34241
of,of,ADP,prep,éclat,True,True,True,1420,34242
a,a,DET,det,proverb,True,True,True,1420,34243
proverb,proverb,NOUN,pobj,of,False,True,True,1420,34244
.,.,PUNCT,punct,be,False,False,True,1420,34245
”,"""",PUNCT,punct,be,False,False,True,1420,34246
“,"""",PUNCT,punct,say,False,False,True,1421,34247
This,this,PRON,nsubj,be,True,True,True,1421,34248
is,be,AUX,ccomp,be,True,True,True,1421,34249
no,no,DET,det,resemblance,True,True,True,1421,34250
very,very,ADV,advmod,striking,True,True,True,1421,34251
striking,striking,ADJ,amod,resemblance,False,True,True,1421,34252
resemblance,resemblance,NOUN,attr,be,False,True,True,1421,34253
of,of,ADP,prep,resemblance,True,True,True,1421,34254
your,your,PRON,poss,character,True,True,True,1421,34255
own,own,ADJ,amod,character,True,True,True,1421,34256
character,character,NOUN,pobj,of,False,True,True,1421,34257
",",",",PUNCT,punct,be,False,False,True,1421,34258
I,i,PRON,nsubj,be,True,True,True,1421,34259
am,be,AUX,ccomp,say,True,True,True,1421,34260
sure,sure,ADJ,acomp,be,False,True,True,1421,34261
",",",",PUNCT,punct,say,False,False,True,1421,34262
”,"""",PUNCT,punct,say,False,False,True,1421,34263
said,say,VERB,ROOT,say,False,True,False,1421,34264
he,he,PRON,nsubj,say,True,True,False,1421,34265
.,.,PUNCT,punct,say,False,False,False,1421,34266
“,"""",PUNCT,punct,pretend,False,False,True,1422,34267
How,how,SCONJ,advmod,near,True,True,True,1422,34268
near,near,ADV,advmod,be,False,True,True,1422,34269
it,it,PRON,nsubj,be,True,True,True,1422,34270
may,may,AUX,aux,be,True,True,True,1422,34271
be,be,AUX,ccomp,pretend,True,True,True,1422,34272
to,to,PART,dep,pretend,True,True,True,1422,34273
_,_,PUNCT,punct,to,False,False,True,1422,34274
mine,mine,PRON,pobj,to,True,True,True,1422,34275
_,_,X,dep,to,False,False,True,1422,34276
",",",",PUNCT,punct,pretend,False,False,True,1422,34277
I,i,PRON,nsubj,pretend,True,True,True,1422,34278
can,can,AUX,aux,pretend,True,True,True,1422,34279
not,not,PART,neg,pretend,True,True,True,1422,34280
pretend,pretend,VERB,ROOT,pretend,False,True,True,1422,34281
to,to,PART,aux,say,True,True,True,1422,34282
say,say,VERB,xcomp,pretend,True,True,True,1422,34283
.,.,PUNCT,punct,pretend,False,False,True,1422,34284
_,_,PUNCT,punct,think,False,False,True,1423,34285
You,you,PRON,nsubj,think,True,True,True,1423,34286
_,_,PUNCT,punct,think,False,False,True,1423,34287
think,think,VERB,ROOT,think,False,True,True,1423,34288
it,it,PRON,nsubj,portrait,True,True,True,1423,34289
a,a,DET,det,portrait,True,True,True,1423,34290
faithful,faithful,ADJ,amod,portrait,False,True,True,1423,34291
portrait,portrait,NOUN,ccomp,think,False,True,True,1423,34292
",",",",PUNCT,punct,think,False,False,True,1423,34293
undoubtedly,undoubtedly,ADV,advmod,think,False,True,True,1423,34294
.,.,PUNCT,punct,think,False,False,True,1423,34295
”,"""",PUNCT,punct,think,False,False,True,1423,34296
“,"""",PUNCT,punct,decide,False,False,True,1424,34297
I,i,PRON,nsubj,decide,True,True,True,1424,34298
must,must,AUX,aux,decide,True,True,True,1424,34299
not,not,PART,neg,decide,True,True,True,1424,34300
decide,decide,VERB,ROOT,decide,False,True,True,1424,34301
on,on,ADP,prep,decide,True,True,True,1424,34302
my,my,PRON,poss,performance,True,True,True,1424,34303
own,own,ADJ,amod,performance,True,True,True,1424,34304
performance,performance,NOUN,pobj,on,False,True,True,1424,34305
.,.,PUNCT,punct,decide,False,False,True,1424,34306
”,"""",PUNCT,punct,decide,False,False,True,1424,34307
He,he,PRON,nsubj,make,True,True,False,1425,34308
made,make,VERB,ROOT,make,True,True,False,1425,34309
no,no,DET,det,answer,True,True,False,1425,34310
answer,answer,NOUN,dobj,make,False,True,False,1425,34311
;,;,PUNCT,punct,make,False,False,False,1425,34312
and,and,CCONJ,cc,be,True,True,False,1425,34313
they,they,PRON,nsubj,be,True,True,False,1425,34314
were,be,AUX,conj,make,True,True,False,1425,34315
again,again,ADV,advmod,be,True,True,False,1425,34316
silent,silent,ADJ,acomp,be,False,True,False,1425,34317
till,till,SCONJ,mark,go,False,True,False,1425,34318
they,they,PRON,nsubj,go,True,True,False,1425,34319
had,have,AUX,aux,go,True,True,False,1425,34320
gone,go,VERB,advcl,be,False,True,False,1425,34321
down,down,ADP,prep,go,True,True,False,1425,34322
the,the,DET,det,dance,True,True,False,1425,34323
dance,dance,NOUN,pobj,down,False,True,False,1425,34324
",",",",PUNCT,punct,be,False,False,False,1425,34325
when,when,SCONJ,advmod,ask,True,True,False,1425,34326
he,he,PRON,nsubj,ask,True,True,False,1425,34327
asked,ask,VERB,advcl,be,False,True,False,1425,34328
her,she,PRON,dobj,ask,True,True,False,1425,34329
if,if,SCONJ,mark,walk,True,True,False,1425,34330
she,she,PRON,nsubj,walk,True,True,False,1425,34331
and,and,CCONJ,cc,she,True,True,False,1425,34332
her,her,PRON,poss,sister,True,True,False,1425,34333
sisters,sister,NOUN,conj,she,False,True,False,1425,34334
did,do,AUX,aux,walk,True,True,False,1425,34335
not,not,PART,neg,walk,True,True,False,1425,34336
very,very,ADV,advmod,often,True,True,False,1425,34337
often,often,ADV,advmod,walk,True,True,False,1425,34338
walk,walk,VERB,ccomp,ask,False,True,False,1425,34339
to,to,ADP,prep,walk,True,True,False,1425,34340
Meryton,meryton,PROPN,pobj,to,False,True,False,1425,34341
.,.,PUNCT,punct,be,False,False,False,1425,34342
She,she,PRON,nsubj,answer,True,True,False,1426,34343
answered,answer,VERB,ROOT,answer,False,True,False,1426,34344
in,in,ADP,prep,answer,True,True,False,1426,34345
the,the,DET,det,affirmative,True,True,False,1426,34346
affirmative,affirmative,ADJ,pobj,in,False,True,False,1426,34347
;,;,PUNCT,punct,answer,False,False,False,1426,34348
and,and,CCONJ,cc,answer,True,True,False,1426,34349
",",",",PUNCT,punct,answer,False,False,False,1426,34350
unable,unable,ADJ,advcl,add,False,True,False,1426,34351
to,to,PART,aux,resist,True,True,False,1426,34352
resist,resist,VERB,xcomp,unable,False,True,False,1426,34353
the,the,DET,det,temptation,True,True,False,1426,34354
temptation,temptation,NOUN,dobj,resist,False,True,False,1426,34355
",",",",PUNCT,punct,add,False,False,False,1426,34356
added,add,VERB,conj,answer,False,True,False,1426,34357
",",",",PUNCT,punct,add,False,False,False,1426,34358
“,"""",PUNCT,punct,form,False,False,True,1426,34359
When,when,SCONJ,advmod,meet,True,True,True,1426,34360
you,you,PRON,nsubj,meet,True,True,True,1426,34361
met,meet,VERB,advcl,form,False,True,True,1426,34362
us,we,PRON,dobj,meet,True,True,True,1426,34363
there,there,ADV,advmod,meet,True,True,True,1426,34364
the,the,DET,det,day,True,True,True,1426,34365
other,other,ADJ,amod,day,True,True,True,1426,34366
day,day,NOUN,npadvmod,meet,False,True,True,1426,34367
",",",",PUNCT,punct,form,False,False,True,1426,34368
we,we,PRON,nsubj,form,True,True,True,1426,34369
had,have,AUX,aux,form,True,True,True,1426,34370
just,just,ADV,advmod,form,True,True,True,1426,34371
been,be,AUX,aux,form,True,True,True,1426,34372
forming,form,VERB,ccomp,add,False,True,True,1426,34373
a,a,DET,det,acquaintance,True,True,True,1426,34374
new,new,ADJ,amod,acquaintance,False,True,True,1426,34375
acquaintance,acquaintance,NOUN,dobj,form,False,True,True,1426,34376
.,.,PUNCT,punct,answer,False,False,True,1426,34377
”,"""",PUNCT,punct,answer,False,False,True,1426,34378
The,the,DET,det,effect,True,True,False,1427,34379
effect,effect,NOUN,nsubj,be,False,True,False,1427,34380
was,be,AUX,ROOT,be,True,True,False,1427,34381
immediate,immediate,ADJ,acomp,be,False,True,False,1427,34382
.,.,PUNCT,punct,be,False,False,False,1427,34383
A,a,DET,det,shade,True,True,False,1428,34384
deeper,deep,ADJ,amod,shade,False,True,False,1428,34385
shade,shade,NOUN,nsubj,overspread,False,True,False,1428,34386
of,of,ADP,prep,shade,True,True,False,1428,34387
_,_,X,punct,of,False,False,False,1428,34388
hauteur,hauteur,NOUN,pobj,of,False,True,False,1428,34389
_,_,X,punct,of,False,False,False,1428,34390
overspread,overspread,VERB,ROOT,overspread,False,True,False,1428,34391
his,his,PRON,poss,feature,True,True,False,1428,34392
features,feature,NOUN,dobj,overspread,False,True,False,1428,34393
",",",",PUNCT,punct,overspread,False,False,False,1428,34394
but,but,CCONJ,cc,overspread,True,True,False,1428,34395
he,he,PRON,nsubj,say,True,True,False,1428,34396
said,say,VERB,conj,overspread,False,True,False,1428,34397
not,not,PART,neg,word,True,True,False,1428,34398
a,a,DET,det,word,True,True,False,1428,34399
word,word,NOUN,dobj,say,False,True,False,1428,34400
;,;,PUNCT,punct,say,False,False,False,1428,34401
and,and,CCONJ,cc,say,True,True,False,1428,34402
Elizabeth,elizabeth,PROPN,nsubj,go,False,True,False,1428,34403
",",",",PUNCT,punct,go,False,False,False,1428,34404
though,though,SCONJ,mark,blame,True,True,False,1428,34405
blaming,blame,VERB,advcl,go,False,True,False,1428,34406
herself,herself,PRON,dobj,blame,True,True,False,1428,34407
for,for,ADP,prep,blame,True,True,False,1428,34408
her,her,PRON,poss,weakness,True,True,False,1428,34409
own,own,ADJ,amod,weakness,True,True,False,1428,34410
weakness,weakness,NOUN,pobj,for,False,True,False,1428,34411
",",",",PUNCT,punct,go,False,False,False,1428,34412
could,could,AUX,aux,go,True,True,False,1428,34413
not,not,PART,neg,go,True,True,False,1428,34414
go,go,VERB,conj,say,True,True,False,1428,34415
on,on,ADP,prt,go,True,True,False,1428,34416
.,.,PUNCT,punct,go,False,False,False,1428,34417
At,at,ADP,prep,speak,True,True,False,1429,34418
length,length,NOUN,pobj,at,False,True,False,1429,34419
Darcy,darcy,PROPN,nsubj,speak,False,True,False,1429,34420
spoke,speak,VERB,ROOT,speak,False,True,False,1429,34421
",",",",PUNCT,punct,speak,False,False,False,1429,34422
and,and,CCONJ,cc,speak,True,True,False,1429,34423
in,in,ADP,conj,speak,True,True,False,1429,34424
a,a,DET,det,manner,True,True,False,1429,34425
constrained,constrained,ADJ,amod,manner,False,True,False,1429,34426
manner,manner,NOUN,pobj,in,False,True,False,1429,34427
"said,--","said,--",PUNCT,punct,speak,False,False,False,1429,34428
“,"""",PUNCT,punct,speak,False,False,True,1429,34429
Mr.,mr.,PROPN,compound,wickham,False,False,True,1429,34430
Wickham,wickham,PROPN,nsubjpass,bless,False,True,True,1429,34431
is,be,AUX,auxpass,bless,True,True,True,1429,34432
blessed,bless,VERB,ccomp,be,False,True,True,1429,34433
with,with,ADP,prep,bless,True,True,True,1429,34434
such,such,ADJ,amod,manner,True,True,True,1429,34435
happy,happy,ADJ,amod,manner,False,True,True,1429,34436
manners,manner,NOUN,pobj,with,False,True,True,1429,34437
as,as,SCONJ,mark,insure,True,True,True,1429,34438
may,may,AUX,aux,insure,True,True,True,1429,34439
insure,insure,VERB,advcl,manner,False,True,True,1429,34440
his,his,PRON,poss,friend,True,True,True,1429,34441
_,_,PUNCT,punct,friend,False,False,True,1429,34442
making,make,VERB,nmod,friend,False,True,True,1429,34443
_,_,PUNCT,punct,friend,False,False,True,1429,34444
friends,friend,NOUN,dobj,insure,False,True,True,1429,34445
;,;,PUNCT,punct,be,False,False,True,1429,34446
whether,whether,SCONJ,mark,be,True,True,True,1429,34447
he,he,PRON,nsubj,be,True,True,True,1429,34448
may,may,AUX,aux,be,True,True,True,1429,34449
be,be,AUX,csubj,be,True,True,True,1429,34450
equally,equally,ADV,advmod,capable,False,True,True,1429,34451
capable,capable,ADJ,acomp,be,False,True,True,1429,34452
of,of,ADP,prep,capable,True,True,True,1429,34453
_,_,PUNCT,punct,of,False,False,True,1429,34454
retaining,retain,VERB,pcomp,of,False,True,True,1429,34455
_,_,PUNCT,punct,retain,False,False,True,1429,34456
them,they,PRON,dobj,retain,True,True,True,1429,34457
",",",",PUNCT,punct,be,False,False,True,1429,34458
is,be,AUX,ccomp,speak,True,True,True,1429,34459
less,less,ADV,advmod,certain,True,True,True,1429,34460
certain,certain,ADJ,acomp,be,False,True,True,1429,34461
.,.,PUNCT,punct,speak,False,False,True,1429,34462
”,"""",PUNCT,punct,speak,False,False,True,1429,34463
“,"""",PUNCT,punct,be,False,False,True,1430,34464
He,he,PRON,nsubj,be,True,True,True,1430,34465
has,have,AUX,aux,be,True,True,True,1430,34466
been,be,AUX,ROOT,be,True,True,True,1430,34467
so,so,ADV,advmod,unlucky,True,True,True,1430,34468
unlucky,unlucky,ADJ,acomp,be,False,True,True,1430,34469
as,as,SCONJ,mark,lose,True,True,True,1430,34470
to,to,PART,aux,lose,True,True,True,1430,34471
lose,lose,VERB,advcl,unlucky,False,True,True,1430,34472
your,your,PRON,poss,friendship,True,True,True,1430,34473
friendship,friendship,NOUN,dobj,lose,False,True,True,1430,34474
",",",",PUNCT,punct,reply,False,False,True,1430,34475
”,"""",PUNCT,punct,reply,False,False,True,1430,34476
replied,reply,VERB,parataxis,be,False,True,False,1430,34477
Elizabeth,elizabeth,PROPN,nsubj,reply,False,True,False,1430,34478
",",",",PUNCT,punct,reply,False,False,False,1430,34479
with,with,ADP,prep,reply,True,True,False,1430,34480
emphasis,emphasis,NOUN,pobj,with,False,True,False,1430,34481
",",",",PUNCT,punct,reply,False,False,False,1430,34482
“,"""",PUNCT,punct,be,False,False,True,1430,34483
